取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2024/09/13 03:22:27,"4,480",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04527065155620757504
2024/09/12 12:51:41,130,-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04526616357307432971
2024/09/11 11:47:42,-,"3,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01814692934640082944
2024/09/11 09:57:38,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01814636198122102788
2024/09/08 08:29:40,105,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04523512642139807744
2024/09/07 21:08:07,105,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04523161365354463235
2024/09/05 20:59:29,-,6,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04521672566480855046
2024/09/05 20:59:28,"1,365",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04521672566480855046
2024/09/05 19:10:30,105,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04521616414078640129
2024/09/03 16:11:10,-,41,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04520039637094432771
2024/09/03 16:11:10,"8,320",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (10円), PayPay残高 (8,310円)",-,-,04520039637094432771
2024/09/03 13:01:11,-,"10,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01808793444866842624
2024/08/28 23:06:06,150,-,-,-,-,-,支払い,ファミリーマート - 愛甲石田駅前,PayPay残高,-,-,04515800478602780672
2024/08/28 12:04:57,-,4,-,-,-,-,ポイント、残高の獲得,TOHOシネマズ,PayPayポイント,-,-,04515459724486246403
2024/08/28 12:04:57,860,-,-,-,-,-,支払い,TOHOシネマズ - ＴＯＨＯシネマズ海老名,PayPay残高,-,-,04515459724486246403
2024/08/27 06:36:35,"3,360",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (17円), PayPay残高 (3,343円)",-,-,04514548306656313344
2024/08/27 06:36:34,-,16,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04514548306656313344
2024/08/26 19:53:18,"2,348",-,-,-,-,-,送った金額,優衣,PayPay残高,-,-,01803068476796854276
2024/08/26 16:54:10,150,-,-,-,-,-,支払い,セブン-イレブン - 藤沢駅南口,PayPay残高,-,-,04514124444923772928
2024/08/25 13:06:08,-,1,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04513264747090305026
2024/08/25 13:06:08,279,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04513264747090305026
2024/08/25 08:30:05,105,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (7円), PayPay残高 (98円)",-,-,04513122472003510273
2024/08/24 21:00:59,105,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04512767312567951361
2024/08/21 15:23:59,488,-,-,-,-,-,支払い,ファミリーマート - 愛甲石田駅前,PayPay残高,-,-,04510367104453148673
2024/08/21 15:23:58,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04510367104453148673
2024/08/21 12:27:21,111,-,-,-,-,-,支払い,セブン-イレブン - 小田急ビナガーデンズオフィス,"PayPayポイント (14円), PayPay残高 (97円)",-,-,04510276076916449281
2024/08/19 09:29:13,160,-,-,-,-,-,支払い,NewDays - NewDaysシァル横浜,PayPay残高,-,-,04508699926997843968
2024/08/18 12:00:12,105,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04508035564276580356
2024/08/17 21:49:38,-,6,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04507597194144604160
2024/08/17 21:49:38,"1,214",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04507597194144604160
2024/08/17 21:40:22,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01796444125394411542
2024/08/17 19:03:01,105,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (4円), PayPay残高 (101円)",-,-,04507511320568692736
2024/08/15 10:17:41,-,5,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04505756216542355457
2024/08/15 10:17:41,"1,120",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (26円), PayPay残高 (1,094円)",-,-,04505756216542355457
2024/08/12 12:52:13,130,-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (10円), PayPay残高 (120円)",-,-,04503609359959220226
2024/08/12 11:12:04,-,"10,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01792409458882633728
2024/08/04 08:30:13,105,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04497536963397517313
2024/08/03 21:49:07,105,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04497206534383804420
2024/08/02 18:43:58,-,1,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04496368938451501060
2024/08/02 18:43:58,300,-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04496368938451501060
2024/08/02 18:06:45,-,1,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04496349757127671814
2024/08/02 18:06:45,304,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (32円), PayPay残高 (272円)",-,-,04496349757127671814
2024/08/02 18:05:39,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01785200906031489039
2024/07/31 11:26:43,"1,380",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04494659240819425281
2024/07/31 11:26:42,-,6,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04494659240819425281
2024/07/30 18:16:36,484,-,-,-,-,-,支払い,アニメイト - 横浜ビブレ,PayPay残高,-,-,04494128331321827329
2024/07/30 18:16:36,-,2,-,-,-,-,ポイント、残高の獲得,アニメイト,PayPayポイント,-,-,04494128331321827329
2024/07/28 22:11:46,-,13,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04492765186010513410
2024/07/28 22:11:46,"2,640",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04492765186010513410
2024/07/28 12:30:43,-,4,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04492465715121258501
2024/07/28 12:30:43,848,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,"PayPayポイント (3円), PayPay残高 (845円)",-,-,04492465715121258501
2024/07/28 11:22:42,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01781282375436689414
2024/07/27 18:56:45,105,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04491922504837177348
2024/07/26 14:02:34,-,7,-,-,-,-,ポイント、残高の獲得,Netflix,PayPayポイント,-,-,04491028722142724098
2024/07/26 14:02:34,"1,490",-,-,-,-,-,支払い,Netflix,PayPay残高,-,-,04491028722142724098
2024/07/26 12:50:20,-,100,-,-,-,-,受け取った金額,まつもと,PayPay残高,-,-,01779843200616456194
2024/07/26 12:38:01,110,-,-,-,-,-,支払い,Coke ON,PayPay残高,-,-,04490985145404956677
2024/07/26 12:37:31,-,200,-,-,-,-,受け取った金額,070******97,PayPay残高,-,-,01779836594955624460
2024/07/22 18:20:40,-,3,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04488193064473829376
2024/07/22 18:20:40,729,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04488193064473829376
2024/07/22 17:12:38,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01777009716201234432
2024/07/21 21:46:24,-,11,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04487556928277430274
2024/07/21 21:46:24,"2,216",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04487556928277430274
2024/07/21 19:31:52,-,"3,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01776339297577672711
2024/07/20 19:07:16,105,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (7円), PayPay残高 (98円)",-,-,04486732732642992132
2024/07/18 19:15:45,84,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (2円), PayPay残高 (82円)",-,-,04485252764222726146
2024/07/17 14:16:38,-,4,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04484356430317551621
2024/07/17 14:16:38,876,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,"PayPayポイント (6円), PayPay残高 (870円)",-,-,04484356430317551621
2024/07/17 13:07:45,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01773172652544843784
2024/07/17 07:27:08,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01772997091461554176
2024/07/16 18:44:53,-,18,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04483752523555946496
2024/07/16 18:44:53,"3,670",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04483752523555946496
2024/07/16 13:58:37,-,8,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04483604982838247425
2024/07/16 13:58:37,"1,628",-,-,-,-,-,支払い,セブン-イレブン - 伊勢原石田,"PayPayポイント (8円), PayPay残高 (1,620円)",-,-,04483604982838247425
2024/07/16 07:23:03,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01772252825168797696
2024/07/13 21:49:36,-,1,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04481621214753996803
2024/07/13 21:49:36,211,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04481621214753996803
2024/07/12 12:47:42,160,-,-,-,-,-,支払い,Coke ON,"PayPayポイント (18円), PayPay残高 (142円)",-,-,04480599751271972866
2024/07/09 19:36:51,-,"2,500",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01767435821840629784
2024/07/09 13:57:26,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04478409171921313795
2024/07/09 13:57:26,430,-,-,-,-,-,支払い,セブン-イレブン - 伊勢原石田,"PayPayポイント (11円), PayPay残高 (419円)",-,-,04478409171921313795
