取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2026/01/21 23:50:19,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04895072316037013504
2026/01/21 02:02:34,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04894398306818736129
2026/01/21 01:18:42,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04894375689519849473
2026/01/21 01:17:03,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04894374839117570050
2026/01/19 18:46:27,369,-,-,-,-,-,支払い,Steam,PayPay残高,-,-,04893431363650371585
2026/01/19 18:46:27,-,1,-,-,-,-,ポイント、残高の獲得,Steam,PayPayポイント,-,-,04893431363650371585
2026/01/18 20:02:35,84,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04892728423531544583
2026/01/14 12:28:17,706,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04889525606288932870
2026/01/14 12:28:17,-,3,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04889525606288932870
2026/01/14 11:50:20,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02178357767659323392
2026/01/13 17:48:06,"3,380",-,-,-,-,-,支払い,Steam,PayPay残高,-,-,04888948268194955266
2026/01/13 17:48:06,-,16,-,-,-,-,ポイント、残高の獲得,Steam,PayPayポイント,-,-,04888948268194955266
2026/01/13 17:46:14,-,"5,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02177799026773647365
2026/01/11 23:42:03,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04887646343348355072
2026/01/11 10:55:04,"3,980",-,-,-,-,-,支払い,ランドフローラ - ヒビヤカダンスタイル小田急マルシェ海老名,PayPay残高,-,-,04887251051738267648
2026/01/11 10:55:04,-,19,-,-,-,-,ポイント、残高の獲得,ランドフローラ,PayPayポイント,-,-,04887251051738267648
2026/01/11 10:54:38,-,"5,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02176102540461547554
2026/01/10 21:38:58,"2,982",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04886840744922365953
2026/01/10 21:38:58,-,14,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04886840744922365953
2026/01/10 19:31:34,-,"2,500",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02175626795524448281
2026/01/09 17:58:36,839,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04885984998458818561
2026/01/09 17:58:36,-,4,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04885984998458818561
2026/01/09 17:09:53,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02174811610731520000
2026/01/08 18:12:14,407,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04885249854675771393
2026/01/08 18:12:14,-,2,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04885249854675771393
2026/01/07 12:48:26,885,-,-,-,-,-,支払い,吉野家 - 東京工科大学店,PayPay残高,-,-,04884340799077105664
2026/01/07 12:48:26,-,4,-,-,-,-,ポイント、残高の獲得,吉野家,PayPayポイント,-,-,04884340799077105664
2026/01/07 12:35:02,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02173185613422182404
2026/01/04 23:18:28,900,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04882439004738002944
2026/01/04 23:18:28,-,4,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04882439004738002944
2026/01/04 21:42:00,"1,534",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04882389277606682627
2026/01/04 21:41:59,-,7,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04882389277606682627
2026/01/04 20:30:02,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02171203906920202253
2026/01/04 12:23:27,"9,310",-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04882101403128840199
2026/01/04 12:23:26,-,46,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04882101403128840199
2026/01/04 12:23:01,-,"10,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02170952909033406467
2026/01/04 12:19:20,"9,310",-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04882099290004774912
2026/01/04 12:19:20,-,46,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04882099290004774912
2026/01/04 12:18:45,-,"10,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02170950701420191757
2026/01/04 01:00:15,"1,000",-,-,-,-,-,支払い,Google,PayPay残高,-,-,04881749293119799297
2026/01/04 01:00:15,-,5,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04881749293119799297
2026/01/04 00:59:37,-,"1,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02170600678765420549
2026/01/04 00:57:44,"6,170",-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04881747996039970816
2026/01/04 00:57:44,-,30,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04881747996039970816
2026/01/04 00:57:14,-,"6,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02170599450404651018
2026/01/04 00:53:36,900,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04881745865736142849
2026/01/04 00:53:36,-,4,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04881745865736142849
2026/01/03 19:19:04,-,11,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04881573439979511813
2026/01/03 19:19:04,"2,316",-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04881573439979511813
2026/01/03 17:34:44,-,5,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04881519581089243144
2026/01/03 17:34:34,"1,150",-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04881519581089243144
2026/01/03 16:49:00,-,2,-,-,-,-,ポイント、残高の獲得,はんなりいなり,PayPayポイント,-,-,04881496096208101386
2026/01/03 16:49:00,550,-,-,-,-,-,支払い,はんなりいなり - はんなりいなり玉子レジ,PayPay残高,-,-,04881496096208101386
2026/01/03 16:48:45,-,"5,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02170347696601751557
2025/12/30 18:40:22,-,3,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04878584812755755014
2025/12/30 18:40:22,635,-,-,-,-,-,支払い,セブン-イレブン - 藤沢テラスモール湘南,PayPay残高,-,-,04878584812755755014
2025/12/30 14:33:00,"1,375",-,-,-,-,-,支払い,テラスモール湘南 - 石焼きビビンパの店　李家 むっとり,PayPay残高,-,-,04878457329536532483
2025/12/30 14:33:00,-,6,-,-,-,-,ポイント、残高の獲得,テラスモール湘南,PayPayポイント,-,-,04878457329536532483
2025/12/30 14:30:33,-,"1,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02167307778879062021
2025/12/28 21:40:16,"1,622",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04877193191812481027
2025/12/28 21:40:15,-,8,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04877193191812481027
2025/12/27 22:47:15,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04876485553000824833
2025/12/27 22:47:15,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04876485553000824833
2025/12/27 21:48:05,"1,386",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04876455050143285251
2025/12/27 21:48:04,-,6,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04876455050143285251
2025/12/27 20:48:06,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02165275855619358727
2025/12/26 22:40:55,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02164591839129460738
2025/12/25 21:19:31,"4,616",-,-,-,-,-,支払い,しゃぶ葉 - 藤沢駅南口店,PayPay残高,-,-,04874955994888151041
2025/12/25 21:19:31,-,23,-,-,-,-,ポイント、残高の獲得,しゃぶ葉,PayPayポイント,-,-,04874955994888151041
2025/12/25 21:19:22,-,"5,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02163807629640982561
2025/12/24 20:51:40,"4,500",-,-,-,-,-,支払い,とろけるハンバーグ福よし - 海老名店,PayPay残高,-,-,04874199470757912580
2025/12/24 20:51:40,-,22,-,-,-,-,ポイント、残高の獲得,とろけるハンバーグ福よし,PayPayポイント,-,-,04874199470757912580
2025/12/24 20:49:36,-,"5,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02163050126258987015
2025/12/24 13:22:39,"2,930",-,-,-,-,-,支払い,ヨークマート - ヨークマート伊勢原成瀬店,PayPay残高,-,-,04873968049330610177
2025/12/24 13:22:39,-,14,-,-,-,-,ポイント、残高の獲得,ヨークマート,PayPayポイント,-,-,04873968049330610177
2025/12/23 21:47:35,-,13,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04873486111049842692
2025/12/23 21:47:35,"2,737",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04873486111049842692
2025/12/23 20:14:00,-,"2,500",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02162289599218155526
2025/12/22 12:45:59,583,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,PayPay残高,-,-,04872464810776551424
2025/12/22 12:45:59,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04872464810776551424
2025/12/22 06:34:03,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02161124838447218688
2025/12/21 23:50:19,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04872065026630664192
2025/12/21 23:50:19,780,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04872065026630664192
2025/12/19 11:53:47,"16,050",-,-,-,-,-,支払い,MASA - MASA,PayPay残高,-,-,04870211396055031808
2025/12/19 11:53:47,-,80,-,-,-,-,ポイント、残高の獲得,MASA,PayPayポイント,-,-,04870211396055031808
2025/12/18 19:56:27,-,"18,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02158569710864072708
2025/12/17 16:45:55,-,4,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04868877611141529609
2025/12/17 16:45:55,993,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04868877611141529609
2025/12/17 16:35:49,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02157724134882705412
2025/12/16 16:13:41,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04868118827857510404
2025/12/16 16:11:23,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04868117642446348291
2025/12/16 16:09:13,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04868116525755670528
2025/12/15 16:45:38,593,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04867393133003194369
2025/12/15 16:45:38,-,2,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04867393133003194369
2025/12/15 16:32:16,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02156237964528263172
2025/12/10 13:22:21,-,"1,000",-,-,-,-,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,-,lp-102895974642327552-c_07da7355-3c60-4434-94a5-01e0ef0c1fd4_sppf
2025/12/08 22:18:51,960,-,-,-,-,-,支払い,Steam,PayPay残高,-,-,04862369679123718145
2025/12/08 22:18:51,-,4,-,-,-,-,ポイント、残高の獲得,Steam,PayPayポイント,-,-,04862369679123718145
2025/12/08 12:28:12,-,4,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04862065148762021897
2025/12/08 12:28:00,830,-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04862065148762021897
2025/12/08 12:16:00,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02150910684663955470
2025/12/08 02:02:40,-,"1,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02150594575071436800
2025/12/07 21:42:43,-,18,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04861608877206732802
2025/12/07 21:42:43,"3,706",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04861608877206732802
2025/12/06 16:50:55,-,"4,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02149568043527168005
2025/12/06 12:01:46,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04860567296097861634
2025/12/06 11:55:05,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04860563842943696900
2025/12/06 11:52:51,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04860562700483133441
2025/12/05 20:29:33,510,-,-,-,-,-,支払い,みなとみらい東急スクエア - スターバックスコーヒー2,PayPay残高,-,-,04860086826696278020
2025/12/05 20:29:32,-,2,-,-,-,-,ポイント、残高の獲得,みなとみらい東急スクエア,PayPayポイント,-,-,04860086826696278020
2025/12/05 20:29:23,-,"1,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02148938470041673729
2025/12/05 19:44:08,"3,850",-,-,-,-,-,支払い,MARKIS　みなとみらい - 鎌倉パスタ,PayPay残高,-,-,04860063427714383880
2025/12/05 19:44:08,-,19,-,-,-,-,ポイント、残高の獲得,MARKIS　みなとみらい,PayPayポイント,-,-,04860063427714383880
2025/12/03 21:38:20,101,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04858637936658579457
2025/12/02 21:57:41,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02146757468467568640
2025/12/01 22:07:51,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04857168808734187521
2025/12/01 22:07:50,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04857168808734187521
2025/12/01 21:47:28,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04857158311834845185
2025/12/01 21:47:28,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04857158311834845185
2025/12/01 21:23:46,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04857146096947568641
2025/12/01 21:23:46,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04857146096947568641
2025/11/30 22:10:32,-,34,-,-,-,-,ポイント、残高の獲得,ZOZOTOWN,PayPayポイント,-,-,04854982636021178369
2025/11/30 00:02:01,-,28,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04855743300499423242
2025/11/30 00:02:00,"5,726",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04855743300499423242
2025/11/29 23:59:28,-,"10,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02144593724074303499
2025/11/29 21:48:46,560,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04855674641152262145
2025/11/29 21:48:46,-,2,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04855674641152262145
2025/11/29 21:11:25,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02144507103172894736
2025/11/29 21:11:00,-,3,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04855655167770165252
2025/11/29 21:11:00,756,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04855655167770165252
2025/11/28 23:26:07,"6,875",-,-,-,-,-,支払い,ZOZOTOWN,PayPay残高,-,-,04854982636021178369
2025/11/28 23:14:46,-,"7,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02143828506930102276
2025/11/27 22:22:15,-,2,-,-,-,-,ポイント、残高の獲得,Steam,PayPayポイント,-,-,04854207549042737153
2025/11/27 22:22:15,470,-,-,-,-,-,支払い,Steam,PayPay残高,-,-,04854207549042737153
2025/11/25 14:51:20,"6,050",-,-,-,-,-,支払い,MASA - MASA,PayPay残高,-,-,04852490816254877696
2025/11/25 14:51:20,-,30,-,-,-,-,ポイント、残高の獲得,MASA,PayPayポイント,-,-,04852490816254877696
2025/11/25 13:50:56,102,-,-,-,-,-,支払い,ecute - ecute立川,PayPay残高,-,-,04852459677741965315
2025/11/25 13:32:22,-,4,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04852449953936023560
2025/11/25 13:32:04,820,-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04852449953936023560
2025/11/25 07:17:12,-,"8,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02141108478371627010
2025/11/24 16:50:26,"1,596",-,-,-,-,-,支払い,イトーヨーカドー　専門店 - イトーヨーカドー立場店　専門店,PayPay残高,-,-,04851810029578510336
2025/11/24 16:50:26,-,7,-,-,-,-,ポイント、残高の獲得,イトーヨーカドー　専門店,PayPayポイント,-,-,04851810029578510336
2025/11/24 16:49:38,-,"1,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02140661337917415440
2025/11/24 15:23:43,-,2,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04851765258839744524
2025/11/24 15:23:35,460,-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04851765258839744524
2025/11/22 23:27:32,150,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04850530344073560065
2025/11/22 22:15:14,150,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04850493089527037953
2025/11/22 22:14:17,150,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04850492591310446594
2025/11/22 21:45:14,-,23,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04850477619054526468
2025/11/22 21:45:14,"4,662",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04850477619054526468
2025/11/22 18:17:53,-,"6,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02139222480922591244
2025/11/21 23:51:22,780,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04849800465920991232
2025/11/21 23:51:22,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04849800465920991232
2025/11/21 23:51:11,-,"1,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02138652092086779911
2025/11/20 23:09:13,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04849036571627905026
2025/11/20 22:58:57,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04849031280227508225
2025/11/20 18:48:29,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04848902182100582409
2025/11/19 00:25:44,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04847591658729668609
2025/11/19 00:18:50,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04847588102496968709
2025/11/19 00:16:52,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04847587088884162563
2025/11/19 00:15:54,-,"1,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02136438319913558026
2025/11/17 22:14:52,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04846782048803815426
2025/11/16 21:40:40,383,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04846022251908988928
2025/11/16 21:40:40,-,1,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04846022251908988928
2025/11/15 21:37:28,"4,793",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04845278432292331520
2025/11/15 21:37:28,-,23,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04845278432292331520
2025/11/15 21:06:46,-,"5,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02134114321698725901
2025/11/14 12:57:52,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04844268453552914433
2025/11/14 12:57:52,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04844268453552914433
2025/11/13 11:01:36,140,-,-,-,-,-,支払い,ヤマト運輸 - 伊勢原下糟屋営業所（伊勢原下糟屋,PayPay残高,-,-,04843466359821131779
2025/11/07 18:14:37,753,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04839236521407913984
2025/11/07 18:14:37,-,3,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04839236521407913984
2025/11/07 11:06:35,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02127867626774126600
2025/11/06 23:24:16,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04838653943453679616
2025/11/06 23:24:16,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04838653943453679616
2025/11/06 23:11:56,-,19,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04838647578311827456
2025/11/06 23:11:56,"3,900",-,-,-,-,-,支払い,Google,PayPay残高,-,-,04838647578311827456
2025/11/06 22:34:57,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04838628525837205504
2025/11/06 22:34:57,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04838628525837205504
2025/11/06 22:24:19,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04838623045459066880
2025/11/06 22:24:19,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04838623045459066880
2025/11/06 22:11:36,650,-,-,-,-,-,支払い,Google,"PayPayポイント (110円), PayPay残高 (540円)",-,-,04838616491338473472
2025/11/06 22:11:36,-,2,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04838616491338473472
2025/11/04 12:07:55,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02125672735277105152
2025/11/03 14:10:19,167,-,-,-,-,-,支払い,セブン-イレブン - 川崎西生田,"PayPayポイント (29円), PayPay残高 (138円)",-,-,04836141928750678017
2025/11/01 21:11:41,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02123726479436873730
2025/11/01 20:16:38,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02123698106882883588
2025/11/01 05:32:36,"1,500",-,-,-,-,-,期間限定ポイントの期限切れ,-,PayPayポイント,-,-,04008990446336663564
2025/11/01 01:16:12,-,4,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04834258602770825219
2025/11/01 01:16:12,"1,000",-,-,-,-,-,支払い,Google,"PayPayポイント (9円), PayPay残高 (991円)",-,-,04834258602770825219
2025/10/30 12:46:07,-,4,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04833129747926704132
2025/10/30 12:45:56,"1,010",-,-,-,-,-,支払い,マクドナルドモバイルオーダー,"PayPayポイント (12円), PayPay残高 (998円)",-,-,04833129747926704132
2025/10/30 12:42:08,10,-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04833127798011789313
2025/10/30 06:31:38,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02121788555830132736
2025/10/27 15:29:25,-,390,-,-,-,JP,受け取った金額,まつもと,PayPay残高,-,-,02119839224795062276
2025/10/26 21:42:34,-,17,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04830437645244129284
2025/10/26 21:42:34,"3,495",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (5円), PayPay残高 (3,490円)",-,-,04830437645244129284
2025/10/26 21:07:24,-,"4,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02119271249729937419
2025/10/25 21:45:14,-,7,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04829696849284308993
2025/10/25 21:45:14,"1,580",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (4円), PayPay残高 (1,576円)",-,-,04829696849284308993
2025/10/25 16:56:35,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02118399809455538180
2025/10/22 17:26:42,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04827337099761770499
2025/10/22 17:26:42,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04827337099761770499
2025/10/22 16:39:23,"5,626",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (9円), PayPay残高 (5,617円)",-,-,04827312704346595331
2025/10/22 16:39:22,-,28,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04827312704346595331
2025/10/22 16:15:07,-,"6,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02116151918060273665
2025/10/20 00:15:46,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04825321420069208064
2025/10/20 00:15:46,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04825321420069208064
2025/10/19 15:51:01,-,500,-,-,-,JP,受け取った金額,まな,PayPay残高,-,-,02113912994560294920
2025/10/19 12:54:09,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04824970108924690438
2025/10/19 12:54:09,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04824970108924690438
2025/10/19 09:36:39,-,"1,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02113720047449276417
2025/10/18 22:47:33,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04824533774606770180
2025/10/18 22:47:33,650,-,-,-,-,-,支払い,Google,"PayPayポイント (2円), PayPay残高 (648円)",-,-,04824533774606770180
2025/10/17 23:35:23,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04823816265959849984
2025/10/17 23:35:23,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04823816265959849984
2025/10/17 23:09:32,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04823802942972452866
2025/10/17 23:09:32,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04823802942972452866
2025/10/17 00:17:19,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04823095699296935936
2025/10/17 00:17:19,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04823095699296935936
